"","X","Print_Alone","PrintNumber","FileNumber","FileID","BatchFile","Initials","expDate","Organ","CageNumber","Tag","TagNumber","DOB","Sex","Age","Genotype","MouseWeight","OrganWeight","TotalLiveCountInMillions","All_Event","AllCells_events","LiveCells_events","Singlets1_events","Singlets2_events","pCD4_events","pCD8_events","pDP_events","pDN_events","CD4_events","CD8_events","Bcells_events","TCRb_events","x4Tregs_events","x8Tregs_events","DN_events","DP_events","CD4prol_events","CD8Prol_events","BcellProl_events","x4tregProl_events","x8tregsProl","DPprol_events","DNProl_events","intage","Bratio","CD4Ratio","CD8Ratio","DPRatio","DNRatio","X4TregRatio","X8TregRatio","TCRbRatio","CD4ProlRatio","CD8ProlRatio","BProlRatio","X4TregProlRatio","X8TregProlRatio","Bct","CD4CT","CD8ct","DPct","DNct","X4TregCT","X8TregCT","TCRbCT","CD4ProlCT","CD8ProlCT","BprolCT","X4TregProlCT","X8TregProlCT","NaiveDerivedTregsRatio","ThymusDerivedTregRatio","NaiveDerivedTregsCT","X4TregFromThymusCT"
"67",80,NA,80,41,"GM030918D7KOTT3","80_41_GM030918D7KOTT3.fcs compensated","GM","3/9/2018","Thymus",8813,0,3,"3/2/2018",NA,7,"KO",3.6,0.016,13.35,95236,86062,85543,78571,77604,3170,3153,42726,19210,3102,695,124,75749,43,12,16716,42726,575,270,53,0,7,25463,10190,7,0.00159785578062986,0.0408484098757796,0.0406293490026287,0.550564403896706,0.215401267975878,0.0138620245003224,0.0172661870503597,0.976096592959126,0.185364281108962,0.388489208633094,0.42741935483871,0,0.583333333333333,0.0213313746714087,0.545326271841658,0.542401809185094,7.35003479202103,2.87560692747796,0.00755932614093852,0.00936521109384334,13.0308895160043,0.101084012349759,0.210717249611475,0.0091174423998763,0,0.00546303980474195,0,0.0138620245003224,0,0.00755932614093854
"68",81,NA,82,43,"GM030918D7KOTT5","82_43_GM030918D7KOTT5.fcs compensated","GM","3/9/2018","Thymus",8813,0,5,"3/2/2018",NA,7,"KO",3.9,0.018,13.1,141271,130268,129725,118945,117386,6374,2288,87026,13087,6190,847,106,116485,140,18,12402,87026,1846,454,65,0,17,68558,8364,7,0.000903003765355323,0.0542994905695739,0.0194912510861602,0.741366091356721,0.105651440546573,0.0226171243941842,0.0212514757969303,0.99232446799448,0.298222940226171,0.536009445100354,0.613207547169811,0,0.944444444444444,0.0118293493261547,0.711323326461418,0.255335389228698,9.71189579677304,1.3840338711601,0.0160880881590628,0.00542625384429347,12.9994505307277,0.212132933868785,0.136862180294958,0.00725384628490621,0,0.00512479529738828,0,0.0226171243941842,0,0.0160880881590628
"69",82,NA,119,45,"GM031318D19WTT","119_45_GM031318D19WTT.fcs compensated","GM","3/13/2018","Thymus",8368,1,9887,"2/22/2018","M",18,"WT",10.9,0.072,16.575,39678,37743,37689,37082,36972,3612,1142,24582,4562,2412,393,22,36572,51,2,4403,24582,721,174,12,5,0,19283,2699,18,0.000595044898842367,0.0976955533917559,0.0308882397489992,0.66488153197014,0.119090122254679,0.0211442786069652,0.00508905852417303,0.98918100183923,0.298922056384743,0.442748091603053,0.545454545454545,0.0980392156862745,0,0.00986286919831223,1.61930379746835,0.511972573839662,11.0204113924051,1.97391877637131,0.0342390106429876,0.00260545839104154,16.3956751054852,0.484045621050864,0.226674880020614,0.00537974683544304,0.00335676574931251,0,0,0.0211442786069652,0,0.0342390106429875
"70",83,NA,120,47,"GM031318D19KOT","120_47_GM031318D19KOT.fcs compensated","GM","3/13/2018","Thymus",8368,1,9886,"2/22/2018","M",18,"KO",12.4,0.089,195.3,37500,35801,35771,35213,35085,2053,1069,25523,3393,1823,385,35,34682,38,1,3261,25523,442,142,19,0,0,18840,1654,18,0.000997577312241699,0.0585150349152059,0.0304688613367536,0.727461878295568,0.0929457032920051,0.0208447613823368,0.0025974025974026,0.98851360980476,0.242457487657707,0.368831168831169,0.542857142857143,0,0,0.194826849080804,11.4279863189397,5.95056861906798,142.073304831124,18.1522958529286,0.238213647898908,0.0154560223871896,193.05670799487,2.77080085187677,2.19475517898092,0.105763146643865,0,0,0,0.0208447613823368,0,0.238213647898908
"71",84,NA,127,49,"GM031318WK6WTTM1","127_49_GM031318WK6WTTM1.fcs compensated","GM","3/13/2018","Thymus",9760,1,9760,"1/27/2018","M",56,"WT",24,0.045,82.875,32898,31726,31702,31259,31173,2712,1269,23615,1852,2587,828,41,30892,80,3,1787,23615,417,158,2,6,0,17266,644,56,0.00131524075321592,0.0869983639688192,0.0407083052641709,0.757546594809611,0.0573252494145575,0.0309238500193274,0.0036231884057971,0.990985788984057,0.161190568225744,0.190821256038647,0.0487804878048781,0.075,0,0.10900057742277,7.20998941391589,3.37370079876816,62.7816740448465,4.75083004523145,0.222960631276873,0.0122235536187252,82.1279472620537,1.1621822905307,0.643773823919529,0.00531710133769608,0.0167220473457655,0,0,0.0309238500193274,0,0.222960631276873
"72",85,NA,128,51,"GM031318WK6WTTM2","128_51_GM031318WK6WTTM2.fcs compensated","GM","3/13/2018","Thymus",9761,1,9761,"1/27/2018","F",56,"WT",23.3,0.066,171.38,33954,32593,32559,32039,31913,2649,1976,24818,1224,2548,1671,29,31540,114,10,1161,24818,460,342,4,10,1,18093,427,56,0.000908720584087989,0.0830069250775546,0.0619183404882023,0.77767680882399,0.0363801585560743,0.0447409733124019,0.00598444045481747,0.988311973177075,0.180533751962323,0.204667863554758,0.137931034482759,0.087719298245614,0.1,0.155736533701,14.2257268197913,10.6115651928681,133.278251496255,6.23483157334002,0.636472863993803,0.0635042800291329,169.376905963087,2.56822383716798,2.17184637699635,0.0214809012001379,0.0558309529819125,0.00635042800291329,0,0.0447409733124019,0,0.636472863993802
"73",86,NA,97,53,"GM032118D12WTT_1","97_53_GM032118D12WTT_1.fcs compensated","GM","3/21/2018","Thymus",7998,0,8,"3/9/2018","F",12,"WT",9.8,0.059,32.2,109600,103820,102509,97237,95134,7955,2863,70745,3282,7620,914,181,93114,272,5,2823,70745,4915,683,136,65,3,69059,2587,12,0.00190257951941472,0.0836188954527298,0.0300943931717367,0.74363529337566,0.0296739336094351,0.0356955380577428,0.00547045951859956,0.978766792103769,0.64501312335958,0.7472647702407,0.751381215469613,0.238970588235294,0.6,0.061263060525154,2.6925284335779,0.969039460129922,23.9450564466962,0.955500662223811,0.0961112511723345,0.00530109113856631,31.5162907057414,1.73671617467656,0.724129049528158,0.0460319128807787,0.0229677622286829,0.00318065468313979,0,0.0356955380577428,0,0.0961112511723345
"74",87,NA,98,55,"GM032118D12KOT_2","98_55_GM032118D12KOT_2.fcs compensated","GM","3/21/2018","Thymus",7998,0,9,"3/9/2018","F",12,"KO",9.5,0.065,29.9,119483,111518,110648,102407,99985,7845,2118,76498,4280,7406,702,146,98916,153,1,3879,76498,4498,547,111,18,1,73553,3548,12,0.00146021903285493,0.0784617692653898,0.0211831774766215,0.765094764214632,0.0387958193729059,0.0206589251957872,0.00142450142450142,0.989308396259439,0.607345395625169,0.779202279202279,0.76027397260274,0.117647058823529,1,0.0436605490823624,2.34600690103515,0.633377006550983,22.8763334500175,1.15999499924989,0.0484659810772858,0.000902246448078323,29.5803210481572,1.42483648944857,0.493528807098843,0.0331939790968645,0.00570188012673951,0.000902246448078323,0,0.0206589251957872,0,0.0484659810772857
"75",88,NA,103,57,"GM032118D14WTT_3","103_57_GM032118D14WTT_3.fcs compensated","GM","3/21/2018","Thymus",8368,1,9918,"3/7/2018","F",14,"WT",8.7,0.058,30.5,264089,239690,236894,224031,218954,13720,3369,176256,10903,12508,764,303,217075,391,2,10024,176256,6788,623,229,99,2,165120,9355,14,0.00138385231601158,0.062661563616102,0.0153867935730793,0.804991002676361,0.0457813056623766,0.0312599936040934,0.00261780104712042,0.991418288772984,0.54269267668692,0.815445026178011,0.755775577557756,0.253196930946292,1,0.0422074956383533,1.91117769029111,0.469297203978918,24.552225581629,1.39632982270249,0.0597434023747861,0.0012285267119867,30.238257807576,1.03718213636841,0.382686070783856,0.0318993943933429,0.0151268461255852,0.0012285267119867,0,0.0312599936040934,0,0.0597434023747861
"76",89,NA,104,59,"GM032118D14KOT_4","104_59_GM032118D14KOT_4.fcs compensated","GM","3/21/2018","Thymus",8368,1,9917,"3/7/2018","M",14,"KO",9.1,0.042,35.7,168634,156563,154453,147351,143017,8318,4409,109535,8337,7286,629,233,141582,165,2,7462,109535,3451,499,163,15,2,102641,6961,14,0.00162917695099184,0.0581609179328332,0.030828502905249,0.765887971360048,0.0521756154862709,0.0226461707384024,0.00317965023847377,0.989966227791102,0.473648092231677,0.793322734499205,0.699570815450644,0.0909090909090909,1,0.0581616171504087,2.07634477020214,1.10057755371739,27.3422005775537,1.86266947285987,0.0470212581777867,0.00349945168113638,35.3417943321423,0.983456739221466,0.873113194443526,0.0406881699378396,0.00427465983434424,0.00349945168113638,0,0.0226461707384024,0,0.0470212581777866
"77",90,NA,105,61,"GM032118D14WTT_5","105_61_GM032118D14WTT_5.fcs compensated","GM","3/21/2018","Thymus",8368,1,9920,"3/7/2018","F",14,"WT",8.8,0.053,27,209283,197452,195494,185016,180710,10966,4046,138269,9173,9606,885,236,178723,269,4,8219,138269,5582,708,190,42,3,132766,7611,14,0.00130595982513419,0.0606828620441592,0.0223894637817498,0.765143046870677,0.04548171102872,0.0280033312513013,0.00451977401129944,0.989004482319739,0.581095148865293,0.8,0.805084745762712,0.156133828996283,0.75,0.0352609152786232,1.6384372751923,0.604515522107244,20.6588622655083,1.22800619777544,0.0458817017516894,0.00273227354624743,26.7031210226329,0.952087952334312,0.483612417685795,0.0283880250124509,0.0071636857753567,0.00204920515968557,0,0.0280033312513013,0,0.0458817017516895
"78",91,NA,106,63,"GM032118D14KOT_6","106_63_GM032118D14KOT_6.fcs compensated","GM","3/21/2018","Thymus",8368,1,9919,"3/7/2018","F",14,"KO",11,0.072,28.7,254241,238403,235696,218924,208755,15126,3289,162223,10051,14017,984,314,206698,256,2,9094,162223,7598,710,238,19,1,154711,8295,14,0.00150415558908769,0.0724581447150967,0.0157553112500299,0.777097554549592,0.0435630284304568,0.0182635371334808,0.00203252032520325,0.990146343800149,0.542056074766355,0.721544715447154,0.75796178343949,0.07421875,0.5,0.0431692654068166,2.07954875332327,0.452177432875859,22.3026998155733,1.25025891595411,0.0379799158772033,0.000919059822918413,28.4172000670643,1.12723203451168,0.326266237136037,0.0327206533975234,0.00281882188151118,0.000459529911459207,0,0.0182635371334808,0,0.0379799158772032
"79",92,NA,107,65,"JA032218D14WTT_1","107_65_JA032218D14WTT_1.fcs compensated","JA","3/22/2018","Thymus",8196,1,9912,"3/8/2018","M",14,"WT",12.1,0.085,133.2,497047,473850,468934,443971,436341,31896,9284,338878,17879,29797,2404,645,431527,575,22,16677,338878,18565,1961,478,138,22,331973,15660,14,0.00147820168171224,0.073098791999835,0.0212769370744441,0.776635704643845,0.0382201076680853,0.0192972446890627,0.00915141430948419,0.988967344347655,0.623049300265127,0.815723793677205,0.741085271317829,0.24,1,0.19689646400407,9.73675909437802,2.83408801831595,103.44787585856,5.09091834138896,0.187892622722669,0.0259359136451543,131.730450267108,6.06648094060234,2.3118330299158,0.145917069447978,0.0450942294534405,0.0259359136451543,0,0.0192972446890627,0,0.187892622722669
"80",93,NA,108,67,"JA032218D14KOT_2","108_67_JA032218D14KOT_2.fcs compensated","JA","3/22/2018","Thymus",8196,1,9913,"3/8/2018","M",14,"KO",11.7,0.089,146.37,399635,379409,372685,354674,349011,32772,11863,246707,17050,29421,2949,1775,342815,689,243,15168,246707,18824,2456,1134,306,242,243269,14437,14,0.0050857995879786,0.0938996192097097,0.033990332682924,0.706874568423345,0.04345994825378,0.0234186465449849,0.0824008138351984,0.982246977888949,0.639815098059209,0.832824686334351,0.63887323943662,0.444121915820029,0.995884773662551,0.744408485692428,13.7440872637252,4.97516499479959,103.465230580125,6.36123262590577,0.321867921712609,0.409957644535877,143.771490153605,8.79367454037468,4.14344022625561,0.47558266071843,0.142948598032015,0.408270576039844,0,0.0234186465449849,0,0.321867921712609
"81",94,NA,109,69,"JA032218D14WTT_3","109_69_JA032218D14WTT_3.fcs compensated","JA","3/22/2018","Thymus",8196,1,9910,"3/8/2018","M",14,"WT",11.4,0.077,129,505780,483865,477681,456764,450400,32290,14198,314220,27537,30291,2532,798,445603,919,430,26421,314220,18623,2126,556,450,428,305560,24331,14,0.00177175843694494,0.0716918294849023,0.0315230905861456,0.697646536412078,0.058661190053286,0.0303390446007065,0.169826224328594,0.98934946714032,0.614803076821498,0.839652448657188,0.696741854636591,0.489662676822633,0.995348837209302,0.228556838365897,9.2482460035524,4.06647868561279,89.9964031971581,7.56729351687389,0.280582947980082,0.690594721490324,127.626081261101,5.68585009818614,3.41442878578704,0.159245115452931,0.137390997378712,0.687382653018276,0,0.0303390446007065,0,0.280582947980082
"82",95,NA,110,71,"JA032218D14KOT_4","110_71_JA032218D14KOT_4.fcs compensated","JA","3/22/2018","Thymus",8196,1,9911,"3/8/2018","M",14,"KO",11.6,0.094,90.9,285011,268111,262936,251222,246911,16242,10383,140186,24433,15500,1215,1938,241459,805,578,22028,140186,10193,1098,1114,637,578,138289,20648,14,0.00784898202186213,0.0657807874092284,0.0420515894391096,0.567759233083986,0.0892143322897724,0.0519354838709677,0.475720164609053,0.977919169255319,0.657612903225806,0.903703703703704,0.574819401444788,0.791304347826087,1,0.713472465787268,5.97947357549886,3.82248948001507,51.6093142873343,8.10958280514031,0.310546853437199,1.81843532464914,88.8928524853085,3.9321789777458,3.45439790045806,0.410117815731175,0.245737075328566,1.81843532464914,0,0.0519354838709677,0,0.310546853437199
"83",96,NA,121,73,"GM032718D20WTT","121_73_GM032718D20WTT.fcs compensated","GM","3/27/2018","Thymus",8368,1,9914,"3/7/2018","M",18,"WT",12.9,0.083,45.7,34004,30993,30913,30323,29797,2569,1885,20978,1673,2411,312,18,29506,80,0,1557,20978,1250,168,12,10,0,20323,1357,18,0.000604087659831527,0.0862167332281773,0.0632614021545793,0.704030607108098,0.0522535825754271,0.0331812525922854,0,0.990233916166057,0.518457071754459,0.538461538461538,0.666666666666667,0.125,NA,0.0276068060543008,3.9401047085277,2.89104607846427,32.1741987448401,2.38798872369702,0.130737609573711,0,45.2536899687888,2.04277514958923,1.55671711917307,0.0184045373695338,0.0163422011967138,NA,0,0.0331812525922854,0,0.130737609573711
"84",97,NA,122,75,"GM032718D20KOT","122_75_GM032718D20KOT.fcs compensated","GM","3/27/2018","Thymus",8368,1,9915,"3/7/2018","M",18,"KO",12.5,0.081,38.6,52119,48003,47922,46690,45782,3672,3175,33017,1863,3544,617,34,44856,87,1,1663,33017,1650,323,24,6,1,31336,1333,18,0.000742649949761915,0.0802061945742868,0.0693503997204141,0.721178629155563,0.0363243196015901,0.024548532731377,0.00162074554294976,0.979773710191778,0.465575620767494,0.523500810372772,0.705882352941177,0.0689655172413793,1,0.0286662880608099,3.09595911056747,2.67692542920799,27.8374950854047,1.40211873662138,0.0760012535607703,0.00433861495819771,37.8192652134026,1.44140308477323,1.40137263149786,0.0202350268664541,0.00524146576281175,0.00433861495819771,0,0.024548532731377,0,0.0760012535607704
"85",98,NA,99,77,"JA033018D12WTT","99_77_JA033018D12WTT.fcs compensated","JA","3/30/2018","Thymus",7699,1,9948,"3/18/2018","M",12,"WT",10.9,0.088,142.25,586702,521177,518284,500738,486555,50823,8781,368756,22413,50217,5794,646,482691,1206,74,20369,368756,32218,3754,502,313,70,364492,18931,12,0.00132770190420405,0.104454789283843,0.0180472916730894,0.757891708028897,0.0418637153045391,0.0240157715514666,0.0127718329306179,0.992058451768043,0.641575562060657,0.647911632723507,0.777089783281734,0.259535655058043,0.945945945945946,0.188865595873026,14.8586937756266,2.56722724049696,107.810095467111,5.95511350207068,0.356842995268648,0.0327881974105584,141.120314764004,9.53297481058482,1.66333639296265,0.146765524966345,0.0926134805299226,0.0310158624153931,0,0.0240157715514666,0,0.356842995268647
"86",99,NA,100,79,"JA033018D12KOT","100_79_JA033018D12KOT.fcs compensated","JA","3/30/2018","Thymus",7699,1,9949,"3/18/2018","M",12,"KO",13.2,0.109,179.4,299082,258586,257091,244801,236119,22291,5596,180332,11327,22012,3576,2302,231963,519,119,8285,180332,13148,2122,1081,181,112,177965,7655,12,0.00974932131679365,0.0944057869125314,0.0236999140264019,0.763733541138155,0.0350882394047069,0.0235780483372706,0.0332774049217002,0.982398705737361,0.597310557877521,0.593400447427293,0.469591659426586,0.348747591522158,0.941176470588235,1.74902824423278,16.9363981721081,4.25176457633651,137.013797280185,6.29483014920443,0.399327214761227,0.141487691438491,176.242327809283,10.1162894406177,2.5229990019536,0.821329075593239,0.139264404377229,0.133164886059756,0,0.0235780483372706,0,0.399327214761226
"87",100,NA,81,81,"JA042618D7WTT_1","81_81_JA042618D7WTT_1.fcs compensated","JA","4/26/2018","Thymus",8813,1,10021,"4/19/2018",NA,7,"WT",4.439,0.01,18.7,297626,278724,277312,271579,268398,13858,6787,194249,29695,13614,2608,401,265280,312,9,27667,194249,7620,1578,275,71,4,177074,21516,7,0.00149404988114666,0.0516322774387291,0.0252870736741704,0.723734901154256,0.103081990178764,0.0229175848391362,0.00345092024539877,0.988382923866795,0.559717937417365,0.605061349693252,0.685785536159601,0.227564102564103,0.444444444444444,0.0279387327774425,0.965523588104233,0.472868277706987,13.5338426515846,1.92763321634289,0.0221274687445659,0.00163183071294589,18.4827606763091,0.540420871261515,0.286114318336513,0.0191599788373982,0.00503541756687238,0.000725258094642619,0,0.0229175848391362,0,0.022127468744566
"88",101,NA,84,83,"JA042618D7KOT_2","84_83_JA042618D7KOT_2.fcs compensated","JA","4/26/2018","Thymus",8813,1,10025,"4/19/2018",NA,7,"KO",4.549,0.015,28.2,670996,634434,631070,611000,602385,42549,16910,470932,41271,41722,6893,1068,596376,346,15,37596,470932,24494,4366,830,96,15,433649,33447,7,0.00177295251375781,0.0706342289399636,0.0280717481344987,0.781779094764976,0.0624119126472273,0.00829298691337903,0.00217612070216161,0.990024652008267,0.58707636259048,0.633396199042507,0.777153558052434,0.277456647398844,1,0.0499972608879703,1.99188525610697,0.791623297392863,22.0461704723723,1.76001593665181,0.0165186783618478,0.00172266784577005,27.9186951866331,1.16938875085289,0.501411187642136,0.0388555491919619,0.00458321711773811,0.00172266784577005,0,0.00829298691337903,0,0.0165186783618477
"89",102,NA,83,85,"JA042618D7WTT_3","83_85_JA042618D7WTT_3.fcs compensated","JA","4/26/2018","Thymus",8813,1,10022,"4/19/2018",NA,7,"WT",4.018,0.009,10.4,435525,399966,396671,384641,377884,45364,12341,258288,36209,44278,7580,1258,372642,904,67,31968,258288,31051,5736,1054,463,66,249826,28811,7,0.00332906394554943,0.120047421960178,0.0326581702321347,0.683511342104985,0.0845973896751384,0.0204164596413569,0.00883905013192612,0.986128018121963,0.70127377026966,0.756728232189974,0.837837837837838,0.51216814159292,0.985074626865672,0.0346222650337141,1.24849318838585,0.339644970414201,7.10851795789184,0.879812852621439,0.0254898107931888,0.00300213892054769,10.2557313884684,0.875535525375337,0.257018938033754,0.0290078436768956,0.0130550690235027,0.00295733087695742,0,0.0204164596413569,0,0.0254898107931887
"90",103,85,86,87,"JA042618D7KOT_4","86_87_JA042618D7KOT_4.fcs compensated","JA","4/26/2018","Thymus",8813,1,10027,"4/19/2018",NA,7,"KO",4.747,0.013,10.6,339546,316566,314684,304785,299720,23789,8990,220058,26200,23175,4157,768,295845,225,34,23465,220058,15562,3023,595,107,34,212752,20521,7,0.0025623915654611,0.0793707460296277,0.0299946616842386,0.734211931135727,0.0782897370879488,0.00970873786407767,0.00817897522251624,0.987071266515414,0.671499460625674,0.727207120519605,0.774739583333333,0.475555555555556,1,0.0271613505938876,0.841329907914053,0.317943413852929,7.7826464700387,0.829871213132257,0.00816825153314614,0.00260045130406534,10.4629554250634,0.564952579372535,0.231210714476162,0.0210429734418791,0.00388445739576283,0.00260045130406534,0,0.00970873786407767,0,0.00816825153314615
"91",104,NA,73,89,"GM042718D4WTT","73_89_GM042718D4WTT.fcs compensated","GM","4/27/2018","Thymus",1307,0,2,"4/23/2018",NA,4,"WT",2.4,0.015,26.6,431126,393693,391223,386287,382160,32324,7666,290863,29447,31321,5271,501,375165,707,1,25790,290863,23099,4017,468,352,0,283967,23514,4,0.00131096922754867,0.0845823738748168,0.0200596608750262,0.761102679505966,0.067484823110739,0.0225727147919926,0.000189717321191425,0.981696148210174,0.737492417228058,0.762094479225953,0.934131736526946,0.497878359264498,0,0.0348717814527946,2.24989114507013,0.533586979275696,20.2453312748587,1.79509629474566,0.0507861511306976,0.000101230692330809,26.1131175423906,1.65927765907777,0.406643691092861,0.0325748377642872,0.0252853255983106,0,0,0.0225727147919926,0,0.0507861511306977
"92",105,NA,74,91,"GM042718D4KOT","74_91_GM042718D4KOT.fcs compensated","GM","4/27/2018","Thymus",1307,0,1,"4/23/2018",NA,4,"KO",2.9,0.017,35.6,570880,513334,506570,498762,492066,52500,6703,394879,21038,51327,6389,529,486386,954,9,16699,394879,35765,4507,487,187,1,383786,15385,4,0.00107505903679588,0.106693004596944,0.0136221563773965,0.802491942137843,0.0339365044526547,0.0185867087497808,0.00140867115354516,0.988456833026464,0.696806748884603,0.705431209892002,0.920604914933837,0.19601677148847,0.111111111111111,0.0382721017099332,3.79827096365122,0.484948767035316,28.5687131401072,1.20813955851451,0.0705973561541345,0.00068313333906994,35.1890632557421,2.64666084156459,0.342097995465358,0.0352334849390123,0.0138382658289551,7.59037043411045e-05,0,0.0185867087497808,0,0.0705973561541345
"93",106,NA,87,93,"AD050318D9WTT_1","87_93_AD050318D9WTT_1.fcs compensated","AD","5/3/2018","Thymus",1293,1,10037,NA,NA,9,"WT",6.2,0.033,20.7,553751,508437,503725,485941,461242,29121,6602,355984,51650,25986,3541,354,424563,551,6,19029,355984,14391,2141,262,78,1,337178,16228,9,0.000767492986328218,0.0631360543922713,0.0143135273890929,0.77179441594651,0.0412560001040668,0.0212037250827369,0.00169443659983056,0.920477753543693,0.553798199030247,0.604631460039537,0.740112994350282,0.141560798548094,0.166666666666667,0.0158871048169941,1.30691632592002,0.296290016954224,15.9761444100927,0.853999202154184,0.0277114944809485,0.000502044648891653,19.0538894983544,0.723767907577732,0.179146265546171,0.0117582527176623,0.00392286128768418,8.36741081486087e-05,0,0.0212037250827369,0,0.0277114944809487
"94",107,NA,88,95,"AD050318D9KOT_2","88_95_AD050318D9KOT_2.fcs compensated","AD","5/3/2018","Thymus",1293,1,10039,NA,NA,9,"KO",7.7,0.04,27.9,552321,506872,502714,483396,461980,33450,6697,364711,40116,31155,4498,365,431408,611,22,13753,364711,14966,2585,250,29,2,338314,11373,9,0.000790077492532144,0.0724057318498636,0.0144962985410624,0.789451924325728,0.0297696869994372,0.0196116193227411,0.0048910626945309,0.933823975063856,0.480372331888942,0.574699866607381,0.684931506849315,0.0474631751227496,0.0909090909090909,0.0220431620416468,2.02011991861119,0.40444672929564,22.0257086886878,0.830574267284298,0.0396178228300896,0.00197817430958295,26.0536889042816,0.97040971599856,0.232435481375996,0.0150980561929088,0.00188038766296661,0.000179834028143904,0,0.0196116193227411,0,0.0396178228300894
"95",108,NA,89,97,"AD050318D9WTT_3","89_97_AD050318D9WTT_3.fcs compensated","AD","5/3/2018","Thymus",1293,1,10036,NA,NA,9,"WT",5.7,0.034,18.4,650365,593534,589761,573721,548138,33710,8057,417064,71652,31638,4646,340,484408,790,16,16847,417064,16146,2804,231,129,2,394498,14028,9,0.000620281753864903,0.0614991115376055,0.0146988532084986,0.760874086452682,0.0307349609040059,0.0249699728174979,0.00344382264313388,0.883733658312323,0.510335672292812,0.603529918209212,0.679411764705882,0.163291139240506,0.125,0.0114131842711142,1.13158365229194,0.270458899036374,14.0000831907293,0.565523280633709,0.0282556130384548,0.000931412480538525,16.2606993129467,0.577487503947964,0.163230037214376,0.00775425166655112,0.00461389124298819,0.000116426560067316,0,0.0249699728174979,0,0.0282556130384547
"96",109,NA,90,99,"AD050318D9KOT_4","90_99_AD050318D9KOT_4.fcs compensated","AD","5/3/2018","Thymus",1293,1,10040,NA,NA,9,"KO",8.4,0.041,35.2,1089720,1001652,995702,969891,939622,60810,10942,736068,97650,56282,8460,748,866588,1006,35,30526,736068,27635,4837,548,44,3,677030,23929,9,0.000796064800526169,0.0647175140641662,0.011645108352082,0.78336607699692,0.0324875322204035,0.0178742759674496,0.0041371158392435,0.922272999142208,0.491009559006432,0.571749408983452,0.732620320855615,0.0437375745526839,0.0857142857142857,0.0280214809785212,2.27805649505865,0.409907813993287,27.5744859102916,1.1435611341582,0.0407186104621194,0.0016958361099013,32.4640095698057,1.11854751503049,0.23436455038836,0.0205291063853337,0.00178093326076864,0.000145357380848683,0,0.0178742759674496,0,0.0407186104621193
"97",110,NA,91,101,"AD051018D9WTT_T5","91_101_AD051018D9WTT_T5.fcs compensated","AD","5/10/2018","Thymus",1328,0,5,NA,NA,9,"WT",4.7,0.032,14.2,66954,64042,63738,62787,62164,2974,1658,51397,3469,2692,282,20,58479,54,1,2147,51397,1397,171,12,10,0,48856,1934,9,0.000321729618428673,0.0478411942603436,0.026671385367737,0.826796859918924,0.034537674538318,0.0200594353640416,0.00354609929078014,0.940721317804517,0.518945022288262,0.606382978723404,0.6,0.185185185185185,0,0.00456856058168715,0.679344958496879,0.378733672221865,11.7405154108487,0.490434978444116,0.0136272762848557,0.00134302720646051,13.3582427128241,0.352542684628581,0.229657652304748,0.00274113634901229,0.00252356968238068,0,0,0.0200594353640416,0,0.0136272762848557
"98",111,NA,92,103,"AD051018D9KOT_T3","92_103_AD051018D9KOT_T3.fcs compensated","AD","5/10/2018","Thymus",1328,0,3,NA,NA,9,"KO",5.9,0.034,26.5,188876,180258,179325,178178,176715,7822,3489,151788,8271,7497,1337,77,170980,184,7,4297,151788,3389,874,39,8,2,141812,3896,9,0.000435729847494553,0.0442633619104207,0.0197436550377727,0.858942364824718,0.0243159890218714,0.0245431505935708,0.00523560209424084,0.967546614605438,0.452047485660931,0.653702318623785,0.506493506493506,0.0434782608695652,0.285714285714286,0.0115468409586057,1.17297909062615,0.523206858500976,22.761972667855,0.644373709079591,0.0287886024643473,0.00273930292408888,25.6399852870441,0.530242248650396,0.342021536521954,0.00584839996604702,0.0012516783680151,0.000782657978311109,0,0.0245431505935708,0,0.0287886024643473
"99",112,NA,93,105,"AD051018D9WTT_T1","93_105_AD051018D9WTT_T1.fcs compensated","AD","5/10/2018","Thymus",1328,0,1,NA,NA,9,"WT",6.7,0.041,27.2,99677,96032,95377,93731,92752,5773,2771,75958,4641,5509,942,93,88647,206,0,3477,75958,2241,538,58,24,0,67022,3096,9,0.00100267379679144,0.0622412454717958,0.029875366568915,0.818936518889081,0.0374870622735898,0.037393356326012,0,0.955742194238399,0.406788890905791,0.571125265392781,0.623655913978495,0.116504854368932,NA,0.0272727272727273,1.69296187683284,0.812609970674487,22.275073313783,1.01964809384164,0.0633055267067646,0,25.9961876832845,0.688678084222618,0.464102085162287,0.0170087976539589,0.00737540116972014,NA,0,0.037393356326012,0,0.0633055267067644
